date_time,vehicle_code,sensor_code,sensor,latitude,longitude,altitude,gps_ok,depth_m,pressure_m,temperature_c,conductivity_ms_cm,salinity_psu,density_kg_m3,sound_velocity_ms,mqtt_publish_timestamp
2026-04-13T17:48:58.908578+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1899045,106.8148316,17.14,False,15.01,15.31,29.34,52.68,31.82,1017.61,1542.17,2026-04-13T17:48:58.909
2026-04-13T17:48:59.486623+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1906303,106.8148407,17.23,False,19.66,20.05,32.02,53.09,33.01,1017.46,1546.48,2026-04-13T17:48:59.487
2026-04-13T17:49:00.486292+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1913275,106.8148503,17.15,False,27.71,28.26,29.13,52.29,34.25,1018.08,1542.32,2026-04-13T17:49:00.486
2026-04-13T17:49:01.486448+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.191979,106.8148412,17.22,False,30.46,31.07,26.72,52.43,33.43,1017.71,1538.67,2026-04-13T17:49:01.487
2026-04-13T17:49:02.486152+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1925698,106.8147952,17.28,False,41.6,42.43,24.13,52.07,33.4,1019.02,1532.12,2026-04-13T17:49:02.486
2026-04-13T17:49:03.486169+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1930879,106.8146954,17.02,False,44.23,45.12,22.83,50.89,33.16,1019.97,1526.11,2026-04-13T17:49:03.486
2026-04-13T17:49:04.486519+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1935247,106.8145266,17.07,False,30.9,31.52,26.48,51.79,32.39,1018.51,1534.66,2026-04-13T17:49:04.487
2026-04-13T17:49:05.486314+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1938746,106.8142761,17.13,False,32.39,33.04,27.29,52.72,33.11,1018.0,1539.79,2026-04-13T17:49:05.486
2026-04-13T17:49:06.486179+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1941358,106.8139336,17.12,False,40.88,41.7,24.62,51.36,32.95,1017.76,1532.61,2026-04-13T17:49:06.486
2026-04-13T17:49:07.486158+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1943095,106.813492,17.16,False,51.21,52.24,24.95,51.4,33.04,1018.16,1531.27,2026-04-13T17:49:07.486
2026-04-13T17:49:08.486167+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1944007,106.8129473,17.14,False,54.06,55.14,27.13,52.97,34.17,1019.6,1538.61,2026-04-13T17:49:08.486
2026-04-13T17:49:09.486151+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1944174,106.812299,17.16,False,59.29,60.48,25.11,52.23,34.67,1020.86,1536.9,2026-04-13T17:49:09.486
2026-04-13T17:49:10.486147+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1943704,106.8115502,17.16,False,63.74,65.02,22.9,51.45,35.19,1021.1,1531.0,2026-04-13T17:49:10.486
2026-04-13T17:49:11.486175+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1942735,106.8107075,17.11,False,51.16,52.18,22.23,51.96,34.39,1019.61,1525.89,2026-04-13T17:49:11.486
2026-04-13T17:49:12.486168+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1941425,106.8097807,17.02,False,52.84,53.9,21.31,51.39,33.04,1018.6,1523.23,2026-04-13T17:49:12.486
2026-04-13T17:49:13.486158+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.193995,106.8087833,17.03,False,65.14,66.45,23.39,51.1,33.65,1019.53,1531.71,2026-04-13T17:49:13.486
2026-04-13T17:49:14.486326+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.19385,106.8077315,17.19,False,75.77,77.29,24.64,52.08,34.31,1020.65,1534.31,2026-04-13T17:49:14.486
2026-04-13T17:49:15.487828+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1937273,106.8066443,17.0,False,78.22,79.79,22.79,52.19,34.23,1020.83,1527.52,2026-04-13T17:49:15.489
2026-04-13T17:49:16.487511+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1936468,106.805543,17.16,False,77.4,78.95,23.44,51.55,34.64,1020.06,1531.12,2026-04-13T17:49:16.489
2026-04-13T17:49:17.488029+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1936284,106.8044508,17.16,False,82.43,84.07,24.64,51.82,34.49,1019.11,1536.03,2026-04-13T17:49:17.489
2026-04-13T17:49:18.486227+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1936907,106.8033923,17.04,False,73.03,74.49,23.59,52.49,34.65,1019.85,1531.85,2026-04-13T17:49:18.486
2026-04-13T17:49:19.486658+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1938512,106.8023926,17.07,False,73.78,75.25,22.15,51.92,35.76,1021.98,1527.5,2026-04-13T17:49:19.487
2026-04-13T17:49:20.486527+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1941254,106.8014773,17.19,False,88.93,90.71,20.03,51.08,35.59,1022.7,1523.63,2026-04-13T17:49:20.487
2026-04-13T17:49:21.487746+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1945263,106.8006715,17.18,False,98.47,100.44,18.7,51.63,35.24,1022.04,1521.53,2026-04-13T17:49:21.489
2026-04-13T17:49:22.486257+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1950642,106.7999993,17.09,False,99.48,101.47,21.97,51.9,34.7,1020.05,1527.99,2026-04-13T17:49:22.486
2026-04-13T17:49:23.486322+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1957461,106.7994832,17.15,False,93.62,95.5,24.7,51.43,34.03,1018.89,1532.27,2026-04-13T17:49:23.486
2026-04-13T17:49:24.486336+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1965758,106.7991439,17.17,False,97.8,99.76,22.53,52.03,35.18,1021.1,1530.16,2026-04-13T17:49:24.486
2026-04-13T17:49:25.486233+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1975533,106.7989989,17.15,False,93.49,95.36,22.3,52.35,35.24,1021.95,1531.19,2026-04-13T17:49:25.486
2026-04-13T17:49:26.486201+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1986747,106.7990632,17.12,False,92.67,94.53,22.85,51.44,34.82,1021.28,1530.06,2026-04-13T17:49:26.486
2026-04-13T17:49:27.486212+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1999324,106.7993479,17.15,False,108.73,110.9,20.64,51.58,35.91,1021.67,1524.28,2026-04-13T17:49:27.486
2026-04-13T17:49:28.486459+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2013152,106.7998605,17.04,False,116.58,118.91,19.79,52.25,36.22,1021.56,1524.57,2026-04-13T17:49:28.487
2026-04-13T17:49:29.487241+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2028082,106.8006043,16.95,False,114.9,117.2,19.02,51.5,36.54,1022.46,1524.16,2026-04-13T17:49:29.488
2026-04-13T17:49:30.487009+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.204393,106.8015783,16.97,False,105.74,107.85,18.64,51.06,36.27,1023.27,1520.4,2026-04-13T17:49:30.488
2026-04-13T17:49:31.486629+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2060483,106.8027772,17.1,False,108.02,110.18,21.91,52.15,34.84,1021.79,1526.45,2026-04-13T17:49:31.487
2026-04-13T17:49:32.486170+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2077501,106.8041915,17.18,False,109.56,111.76,24.45,52.26,34.63,1020.39,1534.95,2026-04-13T17:49:32.486
2026-04-13T17:49:33.486183+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2094722,106.8058074,17.21,False,107.33,109.48,22.49,51.3,35.02,1020.19,1531.55,2026-04-13T17:49:33.486
2026-04-13T17:49:34.486210+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2111866,106.807607,17.04,False,121.63,124.06,20.36,51.85,35.67,1021.19,1524.54,2026-04-13T17:49:34.486
2026-04-13T17:49:35.486843+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2128643,106.8095687,17.16,False,127.81,130.36,19.62,52.22,36.68,1023.05,1522.79,2026-04-13T17:49:35.488
2026-04-13T17:49:36.486816+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2144758,106.8116676,17.21,False,122.56,125.01,18.89,51.06,36.19,1023.51,1522.52,2026-04-13T17:49:36.487
2026-04-13T17:49:37.487380+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2159914,106.8138758,17.06,False,111.88,114.11,20.27,51.51,35.65,1022.46,1526.38,2026-04-13T17:49:37.488
2026-04-13T17:49:38.486806+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2173823,106.8161629,17.16,False,111.98,114.22,20.09,52.39,36.53,1022.21,1524.45,2026-04-13T17:49:38.488
2026-04-13T17:49:39.486300+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.218621,106.8184968,17.09,False,118.86,121.23,18.62,51.31,36.4,1021.94,1519.6,2026-04-13T17:49:39.486
2026-04-13T17:49:40.486313+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2196818,106.820844,17.08,False,116.03,118.35,21.73,51.54,35.8,1021.42,1529.86,2026-04-13T17:49:40.486
2026-04-13T17:49:41.486347+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2205415,106.8231703,17.14,False,125.8,128.32,23.65,52.7,35.55,1021.84,1535.19,2026-04-13T17:49:41.486
2026-04-13T17:49:42.486166+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2211798,106.8254415,17.03,False,130.55,133.16,21.26,51.67,34.88,1022.02,1525.85,2026-04-13T17:49:42.486
2026-04-13T17:49:43.486144+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2215801,106.8276244,17.15,False,121.73,124.16,19.92,51.02,35.63,1022.05,1522.54,2026-04-13T17:49:43.486
2026-04-13T17:49:44.486545+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2217293,106.8296865,17.16,False,110.9,113.11,19.45,51.89,36.13,1021.64,1524.2,2026-04-13T17:49:44.487
2026-04-13T17:49:45.486568+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2216185,106.8315978,17.16,False,109.43,111.62,18.8,51.79,35.86,1021.64,1522.3,2026-04-13T17:49:45.487
2026-04-13T17:49:46.486190+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2212435,106.8333303,17.2,False,119.98,122.38,20.23,51.34,36.46,1022.79,1524.54,2026-04-13T17:49:46.487
2026-04-13T17:49:47.486183+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2206042,106.8348593,17.14,False,117.67,120.02,20.98,51.83,36.03,1022.96,1525.91,2026-04-13T17:49:47.486
2026-04-13T17:49:48.486239+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2197054,106.8361636,17.04,False,120.81,123.22,19.41,52.15,36.18,1023.02,1524.43,2026-04-13T17:49:48.486
2026-04-13T17:49:49.486187+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2185561,106.8372256,17.15,False,124.17,126.66,21.32,51.81,36.71,1022.09,1530.24,2026-04-13T17:49:49.486
2026-04-13T17:49:50.486181+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.21717,106.8380321,17.14,False,112.87,115.13,23.88,51.83,35.21,1019.94,1532.33,2026-04-13T17:49:50.486
2026-04-13T17:49:51.486189+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2155649,106.8385744,17.17,False,102.65,104.7,22.43,52.18,34.37,1020.19,1527.77,2026-04-13T17:49:51.486
2026-04-13T17:49:52.486189+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2137622,106.8388481,17.13,False,100.81,102.83,20.73,51.43,34.67,1021.69,1526.16,2026-04-13T17:49:52.486
2026-04-13T17:49:53.486568+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2117872,106.8388535,17.12,False,112.8,115.06,18.66,50.74,35.35,1022.81,1521.05,2026-04-13T17:49:53.486
2026-04-13T17:49:54.486354+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2096678,106.8385957,16.96,False,111.89,114.13,18.19,51.84,36.51,1022.97,1518.49,2026-04-13T17:49:54.486
2026-04-13T17:49:55.486189+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2074347,106.8380838,17.18,False,107.55,109.7,21.45,52.33,36.32,1021.34,1527.66,2026-04-13T17:49:55.486
2026-04-13T17:49:56.486159+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2051201,106.8373314,17.13,False,109.18,111.36,22.71,51.52,35.58,1020.69,1532.61,2026-04-13T17:49:56.486
2026-04-13T17:49:57.486172+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.2027579,106.8363558,17.14,False,97.47,99.42,21.6,51.91,35.61,1021.84,1528.96,2026-04-13T17:49:57.486
