date_time,vehicle_code,sensor_code,sensor,latitude,longitude,altitude,gps_ok,depth_m,pressure_m,temperature_c,conductivity_ms_cm,salinity_psu,density_kg_m3,sound_velocity_ms,mqtt_publish_timestamp
2026-04-15T15:40:23.405227+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1874907,106.8216423,17.51,False,0.5,0.51,29.2,52.58,31.34,1015.67,1540.9,2026-04-15T15:40:23.405
2026-04-15T15:40:23.971428+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.186727,106.820477,17.45,False,0.5,0.51,28.63,51.81,31.46,1016.84,1540.44,2026-04-15T15:40:23.972
2026-04-15T15:40:24.971907+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1861676,106.8194105,17.49,False,0.5,0.51,27.96,51.13,30.55,1016.84,1535.46,2026-04-15T15:40:24.973
2026-04-15T15:40:25.972527+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1858076,106.8184535,17.41,False,15.51,15.82,26.04,51.95,31.49,1017.53,1531.79,2026-04-15T15:40:25.973
2026-04-15T15:40:26.970921+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856384,106.8176137,17.44,False,13.62,13.9,29.1,52.56,32.71,1016.88,1542.52,2026-04-15T15:40:26.971
2026-04-15T15:40:27.971769+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856478,106.8168946,17.63,False,4.98,5.08,32.66,52.43,32.5,1015.67,1549.84,2026-04-15T15:40:27.973
2026-04-15T15:40:28.972666+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1858206,106.8162966,17.44,False,3.12,3.18,30.98,52.9,32.62,1016.81,1544.0,2026-04-15T15:40:28.974
2026-04-15T15:40:29.970785+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1861391,106.8158161,17.52,False,4.43,4.52,29.3,52.72,32.2,1017.72,1539.85,2026-04-15T15:40:29.971
2026-04-15T15:40:30.970808+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1865832,106.8154465,17.56,False,8.09,8.25,28.81,51.53,31.47,1017.28,1540.65,2026-04-15T15:40:30.971
2026-04-15T15:40:31.970922+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1871312,106.815178,17.58,False,10.86,11.08,27.59,51.85,32.18,1017.2,1538.78,2026-04-15T15:40:31.971
