date_time,vehicle_code,sensor_code,sensor,latitude,longitude,altitude,gps_ok,depth_m,pressure_m,temperature_c,conductivity_ms_cm,salinity_psu,density_kg_m3,sound_velocity_ms,mqtt_publish_timestamp
2026-04-18T06:59:09.793033+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1925437,106.826958,0.0,False,10.15,10.35,31.79,53.12,33.19,1017.98,1548.18,2026-04-18T06:59:09.793
2026-04-18T06:59:10.793196+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1909955,106.8255713,0.0,False,7.13,7.28,30.25,52.9,32.07,1017.49,1544.76,2026-04-18T06:59:10.793
2026-04-18T06:59:11.793445+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1896303,106.8242083,15.87,False,2.19,2.24,29.69,51.84,31.84,1016.55,1540.81,2026-04-18T06:59:11.794
2026-04-18T06:59:12.794426+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1884595,106.8228919,15.54,False,0.5,0.51,30.42,52.13,31.66,1015.47,1541.35,2026-04-18T06:59:12.795
2026-04-18T06:59:13.793880+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1874907,106.8216423,15.84,False,0.5,0.51,29.2,52.58,31.34,1015.67,1540.9,2026-04-18T06:59:13.796
2026-04-18T06:59:14.794053+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.186727,106.820477,16.0,False,0.5,0.51,28.63,51.81,31.46,1016.84,1540.44,2026-04-18T06:59:14.795
2026-04-18T06:59:15.793967+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1861676,106.8194105,15.92,False,0.5,0.51,27.96,51.13,30.55,1016.84,1535.46,2026-04-18T06:59:15.794
2026-04-18T06:59:16.794488+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1858076,106.8184535,15.83,False,15.51,15.82,26.04,51.95,31.49,1017.53,1531.79,2026-04-18T06:59:16.796
2026-04-18T06:59:17.794963+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856384,106.8176137,15.96,False,13.62,13.9,29.1,52.56,32.71,1016.88,1542.52,2026-04-18T06:59:17.796
2026-04-18T06:59:18.793714+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856478,106.8168946,15.76,False,4.98,5.08,32.66,52.43,32.5,1015.67,1549.84,2026-04-18T06:59:18.794
2026-04-18T06:59:19.793722+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1858206,106.8162966,15.95,False,3.12,3.18,30.98,52.9,32.62,1016.81,1544.0,2026-04-18T06:59:19.794
2026-04-18T06:59:20.793992+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1861391,106.8158161,15.79,False,4.43,4.52,29.3,52.72,32.2,1017.72,1539.85,2026-04-18T06:59:20.795
2026-04-18T06:59:21.795552+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1865832,106.8154465,15.93,False,8.09,8.25,28.81,51.53,31.47,1017.28,1540.65,2026-04-18T06:59:21.797
2026-04-18T06:59:22.795117+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1871312,106.815178,15.93,False,10.86,11.08,27.59,51.85,32.18,1017.2,1538.78,2026-04-18T06:59:22.797
2026-04-18T06:59:23.796020+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1877605,106.814998,15.84,False,26.42,26.95,26.84,52.55,32.74,1017.11,1535.34,2026-04-18T06:59:23.797
2026-04-18T06:59:24.795090+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1884477,106.8148917,15.84,False,26.65,27.19,26.93,51.62,32.15,1016.92,1535.02,2026-04-18T06:59:24.796
2026-04-18T06:59:25.794647+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1891699,106.8148423,15.96,False,14.88,15.18,26.82,51.35,31.88,1017.65,1536.86,2026-04-18T06:59:25.796
2026-04-18T06:59:26.794616+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1899045,106.8148316,16.1,False,15.01,15.31,29.34,52.68,31.82,1017.61,1542.17,2026-04-18T06:59:26.796
2026-04-18T06:59:27.794804+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1906303,106.8148407,15.89,False,19.66,20.05,32.02,53.09,33.01,1017.46,1546.48,2026-04-18T06:59:27.796
2026-04-18T06:59:28.794124+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1913275,106.8148503,15.82,False,27.71,28.26,29.13,52.29,34.25,1018.08,1542.32,2026-04-18T06:59:28.795
2026-04-18T06:59:29.794464+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.191979,106.8148412,15.91,False,30.46,31.07,26.72,52.43,33.43,1017.71,1538.67,2026-04-18T06:59:29.795
2026-04-18T06:59:30.793772+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1925698,106.8147952,16.16,False,41.6,42.43,24.13,52.07,33.4,1019.02,1532.12,2026-04-18T06:59:30.794
2026-04-18T06:59:31.793502+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1930879,106.8146954,15.89,False,44.23,45.12,22.83,50.89,33.16,1019.97,1526.11,2026-04-18T06:59:31.794
2026-04-18T06:59:32.794293+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1935247,106.8145266,15.91,False,30.9,31.52,26.48,51.79,32.39,1018.51,1534.66,2026-04-18T06:59:32.795
2026-04-18T06:59:33.793635+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1938746,106.8142761,16.0,False,32.39,33.04,27.29,52.72,33.11,1018.0,1539.79,2026-04-18T06:59:33.794
2026-04-18T06:59:34.793488+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1941358,106.8139336,16.05,False,40.88,41.7,24.62,51.36,32.95,1017.76,1532.61,2026-04-18T06:59:34.794
2026-04-18T06:59:35.794462+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1943095,106.813492,15.93,False,51.21,52.24,24.95,51.4,33.04,1018.16,1531.27,2026-04-18T06:59:35.795
2026-04-18T06:59:36.794440+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1944007,106.8129473,15.89,False,54.06,55.14,27.13,52.97,34.17,1019.6,1538.61,2026-04-18T06:59:36.795
2026-04-18T06:59:37.793931+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1944174,106.812299,16.26,False,59.29,60.48,25.11,52.23,34.67,1020.86,1536.9,2026-04-18T06:59:37.795
