date_time,vehicle_code,sensor_code,sensor,latitude,longitude,altitude,gps_ok,depth_m,pressure_m,temperature_c,conductivity_ms_cm,salinity_psu,density_kg_m3,sound_velocity_ms,mqtt_publish_timestamp
2026-04-12T12:55:36.617678+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1909955,106.8255713,0.0,False,7.13,7.28,30.25,52.9,32.07,1017.49,1544.76,2026-04-12T12:55:36.618
2026-04-12T12:55:37.579380+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1896303,106.8242083,17.48,False,2.19,2.24,29.69,51.84,31.84,1016.55,1540.81,2026-04-12T12:55:37.580
2026-04-12T12:55:38.579319+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1884595,106.8228919,17.45,False,0.5,0.51,30.42,52.13,31.66,1015.47,1541.35,2026-04-12T12:55:38.579
2026-04-12T12:55:39.580008+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1874907,106.8216423,17.45,False,0.5,0.51,29.2,52.58,31.34,1015.67,1540.9,2026-04-12T12:55:39.581
2026-04-12T12:55:40.579721+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.186727,106.820477,17.48,False,0.5,0.51,28.63,51.81,31.46,1016.84,1540.44,2026-04-12T12:55:40.580
2026-04-12T12:55:41.579870+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1861676,106.8194105,17.58,False,0.5,0.51,27.96,51.13,30.55,1016.84,1535.46,2026-04-12T12:55:41.581
2026-04-12T12:55:42.579036+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1858076,106.8184535,17.7,False,15.51,15.82,26.04,51.95,31.49,1017.53,1531.79,2026-04-12T12:55:42.579
2026-04-12T12:55:43.580030+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856384,106.8176137,17.72,False,13.62,13.9,29.1,52.56,32.71,1016.88,1542.52,2026-04-12T12:55:43.581
2026-04-12T12:55:44.580028+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856478,106.8168946,17.63,False,4.98,5.08,32.66,52.43,32.5,1015.67,1549.84,2026-04-12T12:55:44.581
2026-04-12T12:55:45.580469+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1858206,106.8162966,17.64,False,3.12,3.18,30.98,52.9,32.62,1016.81,1544.0,2026-04-12T12:55:45.581
2026-04-12T12:55:46.580383+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1861391,106.8158161,17.66,False,4.43,4.52,29.3,52.72,32.2,1017.72,1539.85,2026-04-12T12:55:46.581
2026-04-12T12:55:47.580582+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1865832,106.8154465,17.62,False,8.09,8.25,28.81,51.53,31.47,1017.28,1540.65,2026-04-12T12:55:47.582
2026-04-12T12:55:48.579384+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1871312,106.815178,17.62,False,10.86,11.08,27.59,51.85,32.18,1017.2,1538.78,2026-04-12T12:55:48.580
2026-04-12T12:55:49.580806+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1877605,106.814998,17.73,False,26.42,26.95,26.84,52.55,32.74,1017.11,1535.34,2026-04-12T12:55:49.582
2026-04-12T12:55:50.580611+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1884477,106.8148917,17.73,False,26.65,27.19,26.93,51.62,32.15,1016.92,1535.02,2026-04-12T12:55:50.582
2026-04-12T12:55:51.579400+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1891699,106.8148423,17.55,False,14.88,15.18,26.82,51.35,31.88,1017.65,1536.86,2026-04-12T12:55:51.580
2026-04-12T12:55:52.580466+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1899045,106.8148316,17.56,False,15.01,15.31,29.34,52.68,31.82,1017.61,1542.17,2026-04-12T12:55:52.582
2026-04-12T12:55:53.578851+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1906303,106.8148407,17.45,False,19.66,20.05,32.02,53.09,33.01,1017.46,1546.48,2026-04-12T12:55:53.579
2026-04-12T12:55:54.578871+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1913275,106.8148503,17.61,False,27.71,28.26,29.13,52.29,34.25,1018.08,1542.32,2026-04-12T12:55:54.579
2026-04-12T12:55:55.580380+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.191979,106.8148412,17.49,False,30.46,31.07,26.72,52.43,33.43,1017.71,1538.67,2026-04-12T12:55:55.581
2026-04-12T12:55:56.580020+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1925698,106.8147952,17.52,False,41.6,42.43,24.13,52.07,33.4,1019.02,1532.12,2026-04-12T12:55:56.581
2026-04-12T12:55:57.580588+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1930879,106.8146954,17.45,False,44.23,45.12,22.83,50.89,33.16,1019.97,1526.11,2026-04-12T12:55:57.581
2026-04-12T12:55:58.579312+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1935247,106.8145266,17.49,False,30.9,31.52,26.48,51.79,32.39,1018.51,1534.66,2026-04-12T12:55:58.579
2026-04-12T12:55:59.578997+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1938746,106.8142761,17.66,False,32.39,33.04,27.29,52.72,33.11,1018.0,1539.79,2026-04-12T12:55:59.579
2026-04-12T12:56:00.580448+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1941358,106.8139336,17.57,False,40.88,41.7,24.62,51.36,32.95,1017.76,1532.61,2026-04-12T12:56:00.581
2026-04-12T12:56:01.580347+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1943095,106.813492,17.47,False,51.21,52.24,24.95,51.4,33.04,1018.16,1531.27,2026-04-12T12:56:01.581
2026-04-12T12:56:02.580393+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1944007,106.8129473,17.61,False,54.06,55.14,27.13,52.97,34.17,1019.6,1538.61,2026-04-12T12:56:02.581
2026-04-12T12:56:03.580424+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1944174,106.812299,17.48,False,59.29,60.48,25.11,52.23,34.67,1020.86,1536.9,2026-04-12T12:56:03.581
2026-04-12T12:56:04.580366+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1943704,106.8115502,17.58,False,63.74,65.02,22.9,51.45,35.19,1021.1,1531.0,2026-04-12T12:56:04.581
2026-04-12T12:56:05.580162+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1942735,106.8107075,17.67,False,51.16,52.18,22.23,51.96,34.39,1019.61,1525.89,2026-04-12T12:56:05.581
2026-04-12T12:56:06.579844+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1941425,106.8097807,17.73,False,52.84,53.9,21.31,51.39,33.04,1018.6,1523.23,2026-04-12T12:56:06.581
2026-04-12T12:56:07.580104+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.193995,106.8087833,17.61,False,65.14,66.45,23.39,51.1,33.65,1019.53,1531.71,2026-04-12T12:56:07.581
2026-04-12T12:56:08.580040+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.19385,106.8077315,17.73,False,75.77,77.29,24.64,52.08,34.31,1020.65,1534.31,2026-04-12T12:56:08.581
2026-04-12T12:56:09.579655+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1937273,106.8066443,17.64,False,78.22,79.79,22.79,52.19,34.23,1020.83,1527.52,2026-04-12T12:56:09.580
2026-04-12T12:56:10.579695+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1936468,106.805543,17.74,False,77.4,78.95,23.44,51.55,34.64,1020.06,1531.12,2026-04-12T12:56:10.580
2026-04-12T12:56:11.579857+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1936284,106.8044508,17.68,False,82.43,84.07,24.64,51.82,34.49,1019.11,1536.03,2026-04-12T12:56:11.581
2026-04-12T12:56:12.579871+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1936907,106.8033923,17.81,False,73.03,74.49,23.59,52.49,34.65,1019.85,1531.85,2026-04-12T12:56:12.581
2026-04-12T12:56:13.579812+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1938512,106.8023926,17.36,False,73.78,75.25,22.15,51.92,35.76,1021.98,1527.5,2026-04-12T12:56:13.580
2026-04-12T12:56:14.578855+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1941254,106.8014773,17.66,False,88.93,90.71,20.03,51.08,35.59,1022.7,1523.63,2026-04-12T12:56:14.579
2026-04-12T12:56:16.524820+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1945263,106.8006715,17.66,False,98.47,100.44,18.7,51.63,35.24,1022.04,1521.53,2026-04-12T12:56:16.526
2026-04-12T12:56:16.579394+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1950642,106.7999993,17.82,False,99.48,101.47,21.97,51.9,34.7,1020.05,1527.99,2026-04-12T12:56:16.580
