date_time,vehicle_code,sensor_code,sensor,latitude,longitude,altitude,gps_ok,depth_m,pressure_m,temperature_c,conductivity_ms_cm,salinity_psu,density_kg_m3,sound_velocity_ms,mqtt_publish_timestamp
2026-04-21T20:18:24.734804+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1925437,106.826958,0.0,False,10.15,10.35,31.79,53.12,33.19,1017.98,1548.18,2026-04-21T20:18:24.735
2026-04-21T20:18:25.732496+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1909955,106.8255713,0.0,False,7.13,7.28,30.25,52.9,32.07,1017.49,1544.76,2026-04-21T20:18:25.732
2026-04-21T20:18:26.732551+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1896303,106.8242083,0.0,False,2.19,2.24,29.69,51.84,31.84,1016.55,1540.81,2026-04-21T20:18:26.732
2026-04-21T20:18:27.732975+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1884595,106.8228919,0.0,False,0.5,0.51,30.42,52.13,31.66,1015.47,1541.35,2026-04-21T20:18:27.733
2026-04-21T20:18:28.734023+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1874907,106.8216423,0.0,False,0.5,0.51,29.2,52.58,31.34,1015.67,1540.9,2026-04-21T20:18:28.735
2026-04-21T20:18:29.732654+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.186727,106.820477,0.0,False,0.5,0.51,28.63,51.81,31.46,1016.84,1540.44,2026-04-21T20:18:29.733
2026-04-21T20:18:30.734006+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1861676,106.8194105,0.0,False,0.5,0.51,27.96,51.13,30.55,1016.84,1535.46,2026-04-21T20:18:30.735
2026-04-21T20:18:31.733886+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1858076,106.8184535,0.0,False,15.51,15.82,26.04,51.95,31.49,1017.53,1531.79,2026-04-21T20:18:31.735
2026-04-21T20:18:43.135566+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856384,106.8176137,0.0,False,13.62,13.9,29.1,52.56,32.71,1016.88,1542.52,2026-04-21T20:18:43.136
2026-04-21T20:18:43.733898+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856478,106.8168946,0.0,False,4.98,5.08,32.66,52.43,32.5,1015.67,1549.84,2026-04-21T20:18:43.735
