2026-04-14T11:43:27.015977+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1925437,106.826958,0.0,False,10.15,10.35,31.79,53.12,33.19,1017.98,1548.18,2026-04-14T11:43:27.016
2026-04-14T11:43:28.015952+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1909955,106.8255713,0.0,False,7.13,7.28,30.25,52.9,32.07,1017.49,1544.76,2026-04-14T11:43:28.016
2026-04-14T11:43:29.015938+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1896303,106.8242083,17.19,False,2.19,2.24,29.69,51.84,31.84,1016.55,1540.81,2026-04-14T11:43:29.016
2026-04-14T11:43:30.015969+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1884595,106.8228919,17.23,False,0.5,0.51,30.42,52.13,31.66,1015.47,1541.35,2026-04-14T11:43:30.016
2026-04-14T11:43:31.017772+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1874907,106.8216423,17.24,False,0.5,0.51,29.2,52.58,31.34,1015.67,1540.9,2026-04-14T11:43:31.019
2026-04-14T11:43:32.017502+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.186727,106.820477,17.32,False,0.5,0.51,28.63,51.81,31.46,1016.84,1540.44,2026-04-14T11:43:32.018
2026-04-14T14:00:27.111739+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1861676,106.8194105,17.26,False,0.5,0.51,27.96,51.13,30.55,1016.84,1535.46,2026-04-14T14:00:27.112
2026-04-14T14:00:28.015902+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1858076,106.8184535,17.18,False,15.51,15.82,26.04,51.95,31.49,1017.53,1531.79,2026-04-14T14:00:28.016
2026-04-14T14:00:29.015918+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856384,106.8176137,17.3,False,13.62,13.9,29.1,52.56,32.71,1016.88,1542.52,2026-04-14T14:00:29.016
2026-04-14T14:00:30.015923+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1856478,106.8168946,17.23,False,4.98,5.08,32.66,52.43,32.5,1015.67,1549.84,2026-04-14T14:00:30.016
2026-04-14T14:00:31.016365+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1858206,106.8162966,17.19,False,3.12,3.18,30.98,52.9,32.62,1016.81,1544.0,2026-04-14T14:00:31.017
2026-04-14T14:00:32.016487+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1861391,106.8158161,17.17,False,4.43,4.52,29.3,52.72,32.2,1017.72,1539.85,2026-04-14T14:00:32.017
2026-04-14T14:00:33.016043+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1865832,106.8154465,17.17,False,8.09,8.25,28.81,51.53,31.47,1017.28,1540.65,2026-04-14T14:00:33.016
2026-04-14T14:00:34.016351+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1871312,106.815178,17.28,False,10.86,11.08,27.59,51.85,32.18,1017.2,1538.78,2026-04-14T14:00:34.017
2026-04-14T14:00:35.016525+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1877605,106.814998,17.28,False,26.42,26.95,26.84,52.55,32.74,1017.11,1535.34,2026-04-14T14:00:35.017
2026-04-14T14:00:36.016090+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1884477,106.8148917,17.11,False,26.65,27.19,26.93,51.62,32.15,1016.92,1535.02,2026-04-14T14:00:36.016
2026-04-14T14:00:37.016431+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1891699,106.8148423,17.11,False,14.88,15.18,26.82,51.35,31.88,1017.65,1536.86,2026-04-14T14:00:37.017
2026-04-14T14:00:38.016093+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1899045,106.8148316,17.22,False,15.01,15.31,29.34,52.68,31.82,1017.61,1542.17,2026-04-14T14:00:38.016
2026-04-14T14:00:39.017697+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1906303,106.8148407,17.14,False,19.66,20.05,32.02,53.09,33.01,1017.46,1546.48,2026-04-14T14:00:39.019
2026-04-14T14:00:40.016436+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1913275,106.8148503,17.22,False,27.71,28.26,29.13,52.29,34.25,1018.08,1542.32,2026-04-14T14:00:40.017
2026-04-14T14:00:41.016056+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.191979,106.8148412,17.31,False,30.46,31.07,26.72,52.43,33.43,1017.71,1538.67,2026-04-14T14:00:41.016
2026-04-14T14:00:42.017581+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1925698,106.8147952,17.23,False,41.6,42.43,24.13,52.07,33.4,1019.02,1532.12,2026-04-14T14:00:42.018
2026-04-14T14:00:43.017142+07:00,USV-001,CTD-MIDAS-3000,CTD,-6.1930879,106.8146954,17.32,False,44.23,45.12,22.83,50.89,33.16,1019.97,1526.11,2026-04-14T14:00:43.018
